Realization	utility	WSS	week	infra.
10	0	0	1513	6
14	0	0	1930	6
18	0	0	1565	6
32	0	0	1565	6
34	0	0	1408	6
37	0	0	1461	6
40	0	0	1669	6
43	0	0	1565	6
46	0	0	1722	6
50	0	0	1513	6
56	0	0	1461	6
59	0	0	1513	6
68	0	0	2035	6
70	0	0	1982	6
75	0	0	1669	6
91	0	0	1513	6
0	1	1	261	9
1	1	1	261	9
2	1	1	261	9
3	1	1	261	9
4	1	1	261	9
5	1	1	261	9
6	1	1	261	9
7	1	1	261	9
8	1	1	261	9
9	1	1	261	9
10	1	1	261	9
11	1	1	261	9
12	1	1	261	9
13	1	1	261	9
14	1	1	261	9
15	1	1	261	9
16	1	1	261	9
17	1	1	261	9
18	1	1	261	9
19	1	1	261	9
20	1	1	261	9
21	1	1	261	9
22	1	1	261	9
23	1	1	261	9
24	1	1	261	9
25	1	1	261	9
26	1	1	261	9
27	1	1	261	9
28	1	1	261	9
29	1	1	261	9
30	1	1	261	9
31	1	1	261	9
32	1	1	261	9
33	1	1	261	9
34	1	1	261	9
35	1	1	261	9
36	1	1	261	9
37	1	1	261	9
38	1	1	261	9
39	1	1	261	9
40	1	1	261	9
41	1	1	261	9
42	1	1	261	9
43	1	1	261	9
44	1	1	261	9
45	1	1	261	9
46	1	1	261	9
47	1	1	261	9
48	1	1	261	9
49	1	1	261	9
50	1	1	261	9
51	1	1	261	9
52	1	1	261	9
53	1	1	261	9
54	1	1	261	9
55	1	1	261	9
56	1	1	261	9
57	1	1	261	9
58	1	1	261	9
59	1	1	261	9
60	1	1	261	9
61	1	1	261	9
62	1	1	261	9
63	1	1	261	9
64	1	1	261	9
65	1	1	261	9
66	1	1	261	9
67	1	1	261	9
68	1	1	261	9
69	1	1	261	9
70	1	1	261	9
71	1	1	261	9
72	1	1	261	9
73	1	1	261	9
74	1	1	261	9
75	1	1	261	9
76	1	1	261	9
77	1	1	261	9
78	1	1	261	9
79	1	1	261	9
80	1	1	261	9
81	1	1	261	9
82	1	1	261	9
83	1	1	261	9
84	1	1	261	9
85	1	1	261	9
86	1	1	261	9
87	1	1	261	9
88	1	1	261	9
89	1	1	261	9
90	1	1	261	9
91	1	1	261	9
92	1	1	261	9
93	1	1	261	9
94	1	1	261	9
95	1	1	261	9
96	1	1	261	9
97	1	1	261	9
98	1	1	261	9
99	1	1	261	9
