0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0agg_price,0res_price,0gross_rev,0drought_cost,0cont_contrib,0debt_serv,0infra_npv,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1agg_price,1res_price,1gross_rev,1drought_cost,1cont_contrib,1debt_serv,1infra_npv
85.139,85.139,3.27921,0.05,0,1.86497,2.46977,0,0,4.47552,4.45864e+06,2.70226e+06,8.31524e+06,0,0,0,0,99.3022,98.274,2.45637,0,1,2.03742,1.43262,0,0,2.1168,9.26596e+06,3.61194e+06,1.88786e+07,0,0,0,0
85.139,85.139,4.556,0.05,0,2.18865,2.47032,0,0.349496,4.47552,4.45864e+06,2.70226e+06,9.75841e+06,0,0,0,0,99.3022,98.274,3.5272,0,1,1.7146,1.43293,0,1.57411,2.1168,9.26596e+06,3.61194e+06,1.58874e+07,0,0,0,0
85.139,85.139,7.91465,0.05,0,2.18951,2.47086,0,0.410153,4.47552,4.45864e+06,2.70226e+06,9.76223e+06,0,0,0,0,99.3022,98.274,7.81052,0,1,1.7146,1.43325,0,1.3247,2.1168,9.26596e+06,3.61194e+06,1.58874e+07,0,0,0,0
85.139,85.139,9.12793,0.05,0,2.19037,2.4714,0,0.410314,4.47552,4.45864e+06,2.70226e+06,9.76606e+06,0,0,0,0,99.3022,98.274,8.41407,0,1,1.7146,1.43356,0,1.3247,2.1168,9.26596e+06,3.61194e+06,1.58874e+07,0,0,0,0
85.139,85.139,8.81185,0.05,0,2.43234,2.71305,0,0.410475,4.47552,4.45864e+06,2.70226e+06,1.08449e+07,0,0,0,0,99.3022,98.274,9.31914,0,1,1.88319,1.60247,0,1.3247,2.1168,9.26596e+06,3.61194e+06,1.74495e+07,0,0,0,0
85.139,85.139,5.0603,0.05,0,2.60184,2.71365,0,0.45582,4.47552,4.45864e+06,2.70226e+06,1.16007e+07,0,0,0,0,99.3022,98.274,6.76331,0,1,1.71463,1.60282,0,1.45495,2.1168,9.26596e+06,3.61194e+06,1.58877e+07,0,0,0,0
85.139,85.139,3.28177,0.05,0,2.60279,2.71425,0,0.487585,4.47552,4.45864e+06,2.70226e+06,1.16049e+07,0,0,0,0,99.0749,98.274,4.08273,0,1,1.71463,1.60318,0,1.32472,2.1168,9.26596e+06,3.61194e+06,1.58877e+07,0,0,0,0
84.8003,85.139,2.66161,0.05,0,2.60374,2.71484,0,0.487763,4.47552,4.45864e+06,2.70226e+06,1.16091e+07,0,0,0,0,99.3022,98.274,2.96233,0,1,1.71463,1.60353,0,1.32473,2.1168,9.26596e+06,3.61194e+06,1.58877e+07,0,0,0,0
85.139,85.139,3.35096,0.06,0,2.26049,2.37124,0,0.487941,4.47552,4.45864e+06,2.70226e+06,1.00787e+07,0,0,0,0,99.3022,98.274,4.73159,0,1,1.48818,1.37743,0,1.32473,2.1168,9.26596e+06,3.61194e+06,1.37894e+07,0,0,0,0
85.139,85.139,4.55647,0.05,0,2.03491,2.37176,0,0.423616,4.47552,4.45864e+06,2.70226e+06,9.07293e+06,0,0,0,0,99.3022,98.274,6.29439,0,1,1.71458,1.37773,0,1.14977,2.1168,9.26596e+06,3.61194e+06,1.58873e+07,0,0,0,0
85.139,85.139,4.04136,0.05,0,2.03574,2.37229,0,0.381342,4.47552,4.45864e+06,2.70226e+06,9.07661e+06,0,0,0,0,99.3022,98.274,6.05953,0,1,1.71458,1.37803,0,1.32469,2.1168,9.26596e+06,3.61194e+06,1.58873e+07,0,0,0,0
