0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,0water_price
0,0,0,0,0.000745969,2.38625e+07,-866223,866223,1.27234e+07
0,0,0,0,0,2.378e+07,-806823,806823,1.27234e+07
0,0,0,0,0,2.37871e+07,-805014,805014,1.27234e+07
0,0,0,0,0,2.37942e+07,-803205,803205,1.27234e+07
0,0,0,0,0,2.62483e+07,-801395,801395,1.27234e+07
0,0,0,0,0,2.55045e+07,-316223,316223,1.27234e+07
0,0,0,0,0,2.55124e+07,-314199,314199,1.27234e+07
0,0,0,0,0,2.55202e+07,-312175,312175,1.27234e+07
0,0,0,0,0,2.21542e+07,-310150,310150,1.27234e+07
0,0,0,0,0,2.30289e+07,-866223,866223,1.27234e+07
0,0,0,0,0,2.30384e+07,-866223,866223,1.27234e+07
0,0,0,0,0,2.3048e+07,-866223,866223,1.27234e+07
0,0,0,0,0,2.30575e+07,-866223,866223,1.27234e+07
0,0,0,0,0,2.39044e+07,-866223,866223,1.27234e+07
0,0,0,0,0,2.37956e+07,-789922,789922,1.27234e+07
0,0,0,0,0,2.38027e+07,-788110,788110,1.27234e+07
0,0,0,0,0,2.38098e+07,-786297,786297,1.27234e+07
0,0,0,0,0,2.34902e+07,-784484,784484,1.27234e+07
0,0,0,0,0,2.35936e+07,-844658,844658,1.27234e+07
0,0,0,0,0,2.36006e+07,-842872,842872,1.27234e+07
0,0,0,0,0,2.36076e+07,-841084,841084,1.27234e+07
0,0,0,0,0,2.47538e+07,-839297,839297,1.27234e+07
0,0,0,0,0,2.44187e+07,-617299,617299,1.27234e+07
0,0,0,0,0,2.44261e+07,-615414,615414,1.27234e+07
0,0,0,0,0,2.44335e+07,-613528,613528,1.27234e+07
0,0,0,0,0,2.44408e+07,-611642,611642,1.27234e+07
0,0,0,0,0,2.4717e+07,-609756,609756,1.27234e+07
0,0,0,0,0,2.45358e+07,-486572,486572,1.27234e+07
0,0,0,0,0,2.45432e+07,-484631,484631,1.27234e+07
0,0,0,0,0,2.45506e+07,-482690,482690,1.27234e+07
0,0,0,0,0,2.51283e+07,-480748,480748,1.27234e+07
0,0,0,0,0,2.49675e+07,-370514,370514,1.27234e+07
0,0,0,0,0,2.49751e+07,-368524,368524,1.27234e+07
0,0,0,0,0,2.49827e+07,-366533,366533,1.27234e+07
0,0,0,0,0,2.68848e+07,-364542,364542,1.27234e+07
0,0,0,0,0,2.63291e+07,0,0,1.27234e+07
0,0,0,0,0,2.63407e+07,0,0,1.27234e+07
0,0,0,0,0,2.63522e+07,0,0,1.27234e+07
0,0,0,0,0,2.63637e+07,0,0,1.27234e+07
0,0,0,0,0,2.53092e+07,0,0,1.27234e+07
0,0,0,0,0,2.56289e+07,-198348,198348,1.27234e+07
0,0,0,0,0,2.56368e+07,-196286,196286,1.27234e+07
0,0,0,0,0,2.56446e+07,-194223,194223,1.27234e+07
0,0,0,0,0,2.47119e+07,-192160,192160,1.27234e+07
0,0,0,0,0,2.50573e+07,-407283,407283,1.27234e+07
0,0,0,0,0,2.50649e+07,-405314,405314,1.27234e+07
0,0,0,0,0,2.50725e+07,-403344,403344,1.27234e+07
0,0,0,0,0,2.28983e+07,-401374,401374,1.27234e+07
0,0,0,0,0,2.361e+07,-852532,852532,1.27234e+07
