0rest_m,1rest_m,0transf,1transf
1.000000,1.000000,0.6048,-0.6048
1.000000,1.000000,0.281663,-0.281663
1.000000,1.000000,0.281191,-0.281191
1.000000,1.000000,0.280719,-0.280719
1.000000,1.000000,0.280247,-0.280247
1.000000,1.000000,0.111107,-0.111107
1.000000,1.000000,0.110579,-0.110579
1.000000,1.000000,0.110051,-0.110051
1.000000,1.000000,0.109523,-0.109523
1.000000,1.000000,0.335646,-0.335646
1.000000,1.000000,0.335192,-0.335192
1.000000,1.000000,0.334738,-0.334738
1.000000,1.000000,0.334284,-0.334284
1.000000,1.000000,0.33383,-0.33383
1.000000,1.000000,0.277836,-0.277836
1.000000,1.000000,0.277364,-0.277364
1.000000,1.000000,0.276891,-0.276891
1.000000,1.000000,0.276418,-0.276418
1.000000,1.000000,0.297544,-0.297544
1.000000,1.000000,0.297077,-0.297077
1.000000,1.000000,0.296611,-0.296611
1.000000,1.000000,0.296145,-0.296145
1.000000,1.000000,0.218981,-0.218981
1.000000,1.000000,0.218489,-0.218489
1.000000,1.000000,0.217997,-0.217997
1.000000,1.000000,0.217505,-0.217505
1.000000,1.000000,0.217013,-0.217013
1.000000,1.000000,0.174297,-0.174297
1.000000,1.000000,0.173791,-0.173791
1.000000,1.000000,0.173284,-0.173284
1.000000,1.000000,0.172777,-0.172777
1.000000,1.000000,0.134591,-0.134591
1.000000,1.000000,0.134072,-0.134072
1.000000,1.000000,0.133552,-0.133552
1.000000,1.000000,0.133033,-0.133033
1.000000,1.000000,0,-0
1.000000,1.000000,0,-0
1.000000,1.000000,0,-0
1.000000,1.000000,0,-0
1.000000,1.000000,0,-0
1.000000,1.000000,0.0762992,-0.0762992
1.000000,1.000000,0.0757611,-0.0757611
1.000000,1.000000,0.0752228,-0.0752228
1.000000,1.000000,0.0746845,-0.0746845
1.000000,1.000000,0.149608,-0.149608
1.000000,1.000000,0.149094,-0.149094
1.000000,1.000000,0.148581,-0.148581
1.000000,1.000000,0.148066,-0.148066
1.000000,1.000000,0.304925,-0.304925
1.000000,1.000000,0.304462,-0.304462
1.000000,1.000000,0.303999,-0.303999
1.000000,1.000000,0.303536,-0.303536
1.000000,1.000000,0.303073,-0.303073
1.000000,1.000000,0.256974,-0.256974
1.000000,1.000000,0.25651,-0.25651
1.000000,1.000000,0.256047,-0.256047
1.000000,1.000000,0.255583,-0.255583
1.000000,1.000000,0.0835528,-0.0835528
1.000000,1.000000,0.0830344,-0.0830344
1.000000,1.000000,0.0825157,-0.0825157
1.000000,1.000000,0.0819969,-0.0819969
1.000000,1.000000,0.312015,-0.312015
1.000000,1.000000,0.311569,-0.311569
1.000000,1.000000,0.311123,-0.311123
1.000000,1.000000,0.310677,-0.310677
1.000000,1.000000,0.310231,-0.310231
1.000000,1.000000,0.253297,-0.253297
1.000000,1.000000,0.252833,-0.252833
1.000000,1.000000,0.252369,-0.252369
1.000000,1.000000,0.251904,-0.251904
1.000000,1.000000,0.273407,-0.273407
1.000000,1.000000,0.272949,-0.272949
1.000000,1.000000,0.272491,-0.272491
1.000000,1.000000,0.272033,-0.272033
1.000000,1.000000,0.193575,-0.193575
1.000000,1.000000,0.193092,-0.193092
1.000000,1.000000,0.192609,-0.192609
1.000000,1.000000,0.192126,-0.192126
1.000000,1.000000,0.191643,-0.191643
1.000000,1.000000,0.148221,-0.148221
